fill	x	y	xmin	xmax	ymin	ymax
#B9B9B9	2.75	2	2.625	2.875	1.875	2.125
#8B8B8B	2.5	0	2.375	2.625	-0.125	0.125
#7E7E7E	2.25	0	2.125	2.375	-0.125	0.125
#6B6B6B	2.25	1	2.125	2.375	0.875	1.125
#6D6D6D	2	1	1.875	2.125	0.875	1.125
#8E8E8E	3	2	2.875	3.125	1.875	2.125
#393939	1.5	0	1.375	1.625	-0.125	0.125
#7A7A7A	2.75	1	2.625	2.875	0.875	1.125
#ABABAB	2.75	0	2.625	2.875	-0.125	0.125
#C2C2C2	3.75	2.75	3.625	3.875	2.625	2.875
#A0A0A0	3.25	2	3.125	3.375	1.875	2.125
#6B6B6B	1.75	1	1.625	1.875	0.875	1.125
#B9B9B9	3.25	1.5	3.125	3.375	1.375	1.625
#A0A0A0	3	1.5	2.875	3.125	1.375	1.625
#717171	2.5	1	2.375	2.625	0.875	1.125
#E0E0E0	4	3.25	3.875	4.125	3.125	3.375
#474747	1.75	0	1.625	1.875	-0.125	0.125
#E0E0E0	3.5	1.5	3.375	3.625	1.375	1.625
#CFCFCF	3.5	2.25	3.375	3.625	2.125	2.375
#ABABAB	3	1	2.875	3.125	0.875	1.125
#E0E0E0	3.75	3.25	3.625	3.875	3.125	3.375
#E0E0E0	3.5	2.5	3.375	3.625	2.375	2.625
#5D5D5D	1.5	1	1.375	1.625	0.875	1.125
#CFCFCF	3.75	2.25	3.625	3.875	2.125	2.375
#CFCFCF	3.75	2.5	3.625	3.875	2.375	2.625
#525252	2	0	1.875	2.125	-0.125	0.125
#ABABAB	2.5	1.5	2.375	2.625	1.375	1.625
#2C2C2C	1.25	0	1.125	1.375	-0.125	0.125
#FFFFFF	4	3.5	3.875	4.125	3.375	3.625
#E0E0E0	3.25	1	3.125	3.375	0.875	1.125
#B9B9B9	2	1.5	1.875	2.125	1.375	1.625
#CFCFCF	2	2	1.875	2.125	1.875	2.125
#1F1F1F	1	0	0.875	1.125	-0.125	0.125
#ABABAB	2.25	2	2.125	2.375	1.875	2.125
#FFFFFF	1.75	2	1.625	1.875	1.875	2.125
#656565	1.25	1	1.125	1.375	0.875	1.125
#B9B9B9	1.75	1.5	1.625	1.875	1.375	1.625
#6F6F6F	0.75	1	0.625	0.875	0.875	1.125
#141414	0.5	0	0.375	0.625	-0.125	0.125
#1D1D1D	0.75	0	0.625	0.875	-0.125	0.125
#B9B9B9	2.75	1.5	2.625	2.875	1.375	1.625
#FFFFFF	3.5	2	3.375	3.625	1.875	2.125
#666666	1	1	0.875	1.125	0.875	1.125
#CFCFCF	2.5	2	2.375	2.625	1.875	2.125
#7C7C7C	0.5	1	0.375	0.625	0.875	1.125
#1A1A1A	0.25	0	0.125	0.375	-0.125	0.125
#FFFFFF	3	0	2.875	3.125	-0.125	0.125
#FFFFFF	1.5	2.25	1.375	1.625	2.125	2.375
#C2C2C2	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	2.25	1.5	2.125	2.375	1.375	1.625
#FFFFFF	1.25	2	1.125	1.375	1.875	2.125
#ABABAB	0.25	1	0.125	0.375	0.875	1.125
#000000	0	0	-0.125	0.125	-0.125	0.125
#E0E0E0	0.75	1.5	0.625	0.875	1.375	1.625
