fill	x	y	xmin	xmax	ymin	ymax
#070707	0.25	0	0.125	0.375	-2.5	2.5
#000000	0	0	-0.125	0.125	-2.5	2.5
#090909	-0.25	0	-0.375	-0.125	-2.5	2.5
#161616	-0.5	0	-0.625	-0.375	-2.5	2.5
#353535	-1.25	0	-1.375	-1.125	-2.5	2.5
#1E1E1E	-0.75	0	-0.875	-0.625	-2.5	2.5
#555555	-3	0	-3.125	-2.875	-2.5	2.5
#161616	0.5	0	0.375	0.625	-2.5	2.5
#212121	0.75	0	0.625	0.875	-2.5	2.5
#333333	-1	0	-1.125	-0.875	-2.5	2.5
#414141	-1.5	0	-1.625	-1.375	-2.5	2.5
#464646	-2.5	0	-2.625	-2.375	-2.5	2.5
#3B3B3B	1.25	0	1.125	1.375	-2.5	2.5
#272727	1	0	0.875	1.125	-2.5	2.5
#343434	-1.75	0	-1.875	-1.625	-2.5	2.5
#3B3B3B	1.5	0	1.375	1.625	-2.5	2.5
#494949	1.75	0	1.625	1.875	-2.5	2.5
#696969	-2.25	0	-2.375	-2.125	-2.5	2.5
#565656	3.25	0	3.125	3.375	-2.5	2.5
#999999	-4.25	0	-4.375	-4.125	-2.5	2.5
#7A7A7A	2.5	0	2.375	2.625	-2.5	2.5
#474747	2.75	0	2.625	2.875	-2.5	2.5
#656565	-3.5	0	-3.625	-3.375	-2.5	2.5
#616161	-2	0	-2.125	-1.875	-2.5	2.5
#353535	2	0	1.875	2.125	-2.5	2.5
#696969	2.25	0	2.125	2.375	-2.5	2.5
#767676	-3.75	0	-3.875	-3.625	-2.5	2.5
#7A7A7A	4	0	3.875	4.125	-2.5	2.5
#676767	3.5	0	3.375	3.625	-2.5	2.5
#707070	-0.5	5	-0.625	-0.375	2.5	7.5
#888888	-1	5	-1.125	-0.875	2.5	7.5
#A0A0A0	1.75	5	1.625	1.875	2.5	7.5
#AEAEAE	-2	5	-2.125	-1.875	2.5	7.5
#AFAFAF	-4.5	0	-4.625	-4.375	-2.5	2.5
#818181	4.25	0	4.125	4.375	-2.5	2.5
#787878	0.75	5	0.625	0.875	2.5	7.5
#AEAEAE	4.75	5	4.625	4.875	2.5	7.5
#6D6D6D	0.5	5	0.375	0.625	2.5	7.5
#BFBFBF	-4.5	5	-4.625	-4.375	2.5	7.5
#787878	-0.75	5	-0.875	-0.625	2.5	7.5
#8A8A8A	-4	0	-4.125	-3.875	-2.5	2.5
#A8A8A8	3.75	0	3.625	3.875	-2.5	2.5
#9A9A9A	-1.5	5	-1.625	-1.375	2.5	7.5
#939393	1.5	5	1.375	1.625	2.5	7.5
#B3B3B3	-2.25	5	-2.375	-2.125	2.5	7.5
#8C8C8C	-2.75	0	-2.875	-2.625	-2.5	2.5
#909090	-1.25	5	-1.375	-1.125	2.5	7.5
#FFFFFF	-1.5	10	-1.625	-1.375	7.5	12.5
#FFFFFF	-1.75	15	-1.875	-1.625	12.5	17.5
#898989	1.25	5	1.125	1.375	2.5	7.5
#AFAFAF	2.25	5	2.125	2.375	2.5	7.5
#A4A4A4	3	0	2.875	3.125	-2.5	2.5
#B9B9B9	2.75	5	2.625	2.875	2.5	7.5
#B1B1B1	4.5	0	4.375	4.625	-2.5	2.5
#A8A8A8	2	5	1.875	2.125	2.5	7.5
#C1C1C1	2.5	5	2.375	2.625	2.5	7.5
#C3C3C3	3.25	5	3.125	3.375	2.5	7.5
#D0D0D0	-2.75	5	-2.875	-2.625	2.5	7.5
#818181	1	5	0.875	1.125	2.5	7.5
#B2B2B2	-1	10	-1.125	-0.875	7.5	12.5
#929292	-0.25	5	-0.375	-0.125	2.5	7.5
#D5D5D5	-4.75	5	-4.875	-4.625	2.5	7.5
#AFAFAF	-1.75	5	-1.875	-1.625	2.5	7.5
#A7A7A7	-0.75	10	-0.875	-0.625	7.5	12.5
#D5D5D5	4.5	5	4.375	4.625	2.5	7.5
#E2E2E2	3.5	5	3.375	3.625	2.5	7.5
#999999	0.75	10	0.625	0.875	7.5	12.5
#D0D0D0	-1.25	15	-1.375	-1.125	12.5	17.5
#A2A2A2	0.25	5	0.125	0.375	2.5	7.5
#D0D0D0	-5	5	-5.125	-4.875	2.5	7.5
#DBDBDB	0.5	10	0.375	0.625	7.5	12.5
#C3C3C3	-3.25	5	-3.375	-3.125	2.5	7.5
#B7B7B7	-2.5	5	-2.625	-2.375	2.5	7.5
#EDEDED	-3	5	-3.125	-2.875	2.5	7.5
#EDEDED	-1.25	20	-1.375	-1.125	17.5	22.5
#C6C6C6	-0.5	10	-0.625	-0.375	7.5	12.5
#DBDBDB	5	5	4.875	5.125	2.5	7.5
#E2E2E2	-1	20	-1.125	-0.875	17.5	22.5
#FFFFFF	-3.5	5	-3.625	-3.375	2.5	7.5
#B4B4B4	-1	15	-1.125	-0.875	12.5	17.5
#AFAFAF	1	10	0.875	1.125	7.5	12.5
#D0D0D0	0.75	15	0.625	0.875	12.5	17.5
#EDEDED	-3.75	5	-3.875	-3.625	2.5	7.5
#D5D5D5	-1.5	20	-1.625	-1.375	17.5	22.5
#C6C6C6	-1.25	10	-1.375	-1.125	7.5	12.5
#FFFFFF	-1.5	15	-1.625	-1.375	12.5	17.5
#FFFFFF	-5.5	5	-5.625	-5.375	2.5	7.5
#B2B2B2	1.25	10	1.125	1.375	7.5	12.5
#C3C3C3	1.5	10	1.375	1.625	7.5	12.5
#E2E2E2	1.75	15	1.625	1.875	12.5	17.5
#DBDBDB	1.25	15	1.125	1.375	12.5	17.5
#BBBBBB	1	15	0.875	1.125	12.5	17.5
#EDEDED	1.5	20	1.375	1.625	17.5	22.5
#EDEDED	1.75	10	1.625	1.875	7.5	12.5
#EDEDED	2	15	1.875	2.125	12.5	17.5
#DBDBDB	-0.75	15	-0.875	-0.625	12.5	17.5
#FFFFFF	1	20	0.875	1.125	17.5	22.5
#FFFFFF	-1.75	10	-1.875	-1.625	7.5	12.5
#FFFFFF	2	10	1.875	2.125	7.5	12.5
#E2E2E2	1.5	15	1.375	1.625	12.5	17.5
#FFFFFF	-1.75	35	-1.875	-1.625	32.5	37.5
