x	y	clickSelects
-0.02257083983798	-2.44659277237471	277
-0.119612229422687	-0.866211567308063	165
0.074811447457025	-2.46417292955652	303
-0.106528461020142	-0.885653870730189	331
-0.099607913191805	-2.19994910152484	331
0.115739556112149	-1.12154965456726	331
-0.038077367689995	-1.72376408299773	331
-0.07371280018788	-1.3180463340624	331
0.011240421381989	2.29728427962258	331
0.052235843653592	-1.95902867384434	45
-0.01906254277595	1.32673547064505	2431
-0.087801328968921	-2.3472142259498	321
-0.0468836222738061	-0.417159036876964	321
-0.107290065176027	1.69707449644992	321
0.043457479315927	-2.43904641748415	45
0.117014097991101	-2.47524652240563	45
-0.105865998923193	-1.22185994679611	45
-0.103487806318108	-2.31117187867424	45
-0.018160248542442	-1.11548019788872	45
-0.101940381890695	2.23444702382796	45
-0.00962746497056999	-2.43259512668943	45
-0.052007262293681	-0.686863449789095	45
-0.118213456531975	-2.38306616295317	45
0.028262071429739	0.0577405638137138	45
-0.0733096088619351	-2.09271673430819	45
-0.02217756297299	-1.8791066842733	45
-0.074603715770049	-1.38775854866026	145
-0.107093543812544	-2.35880817766181	145
-0.041055723549605	-0.285604169672626	145
0.06462977566572	0.202663831095511	145
-0.116974764100529	-1.45031612566953	145
-0.122070819800434	0.240471705142888	145
-0.107326172048219	-2.36764186809726	145
-0.035722392934245	-2.46992366322288	350
-0.032755021170633	-1.36267594428425	350
0.098712393571982	1.40758657770406	350
-0.065204430628997	-2.35350085332216	25
-0.062656879271608	-2.48588900416585	1317
-0.035703004593755	-2.43835602620084	1317
-0.016189088505328	-2.09747065148286	1317
-0.050084439975455	-2.16494264305409	1317
0.012251540356046	-2.49041625625902	1317
-0.044254147003684	-2.02184586693196	1317
-0.046571410585304	-1.77054220364922	1317
-0.014764125465199	-1.91335842039408	1317
0.058595927890691	-0.473656845546476	488
0.04934336083564	0.863264601275124	488
-0.00993160087697498	-0.408425944489105	488
0.046725145011337	2.43301133482518	488
-0.047846707899203	1.27736536521069	488
0.093205811470076	-1.69551385155818	29
-0.122779519700601	-2.30860530462078	1075
-0.078303501291451	-2.27541877921885	1075
-0.048229483406328	-1.59055078117036	1075
-0.097931436503655	-2.0216117594228	1075
-0.096528940722088	-1.9968837207389	1075
0.06589400855249	-1.64934915290459	1075
0.082201747417404	-0.0440622365615377	29
0.024425301706569	-0.652072381473775	29
-0.083080510596622	-1.7773023691851	194
0.123820017081196	-2.36149183664475	29
-0.00124944159560403	-2.40468651282101	194
-0.095373597472427	-2.36760289336932	194
-0.020272320047909	-1.54002076152429	194
-0.062982617830755	-1.99338598139467	194
0.040638562100525	1.65387153530192	501
-0.00519525748211303	0.798025649228159	501
-0.105660935416249	0.378183810869428	501
-0.043973369657404	-0.595493005602335	990
0.081825791036763	-1.3866267925947	990
0.116497502043613	-1.42621936172327	990
-0.077320233566832	-2.27874770703976	2120
0.114064275243679	1.42566559698222	2120
0.070920215596849	-2.42420799408768	29
-0.061189547821336	-1.61216058529152	29
0.08988910460934	-0.565476174415829	29
-0.099400596068322	-1.71573504983606	29
-0.010906119177728	-0.90814730459103	29
-0.107516552409999	-1.66796071791116	29
-0.083994906967815	-1.11114059735719	29
-0.097281321418217	-0.559226857007805	29
0.104086138157009	1.0640610481273	29
-0.033160132433617	-0.159134981410761	29
