x	y	clickSelects	xmin	xmax	ymin	ymax
8830	24	8850,0	8805	8855	-1	49
8880	24	8900,0	8855	8905	-1	49
8880	74	8900,50	8855	8905	49	99
8930	74	8950,50	8905	8955	49	99
8930	124	8950,100	8905	8955	99	149
8980	124	9000,100	8955	9005	99	149
8980	174	9000,150	8955	9005	149	199
9030	174	9050,150	9005	9055	149	199
9030	224	9050,200	9005	9055	199	249
9080	224	9100,200	9055	9105	199	249
9080	274	9100,250	9055	9105	249	299
9130	274	9150,250	9105	9155	249	299
9130	324	9150,300	9105	9155	299	349
9180	324	9200,300	9155	9205	299	349
9180	374	9200,350	9155	9205	349	399
9230	374	9250,350	9205	9255	349	399
8930	24	8950,0	8905	8955	-1	49
8980	74	9000,50	8955	9005	49	99
9030	124	9050,100	9005	9055	99	149
9080	174	9100,150	9055	9105	149	199
9130	224	9150,200	9105	9155	199	249
9180	274	9200,250	9155	9205	249	299
9230	324	9250,300	9205	9255	299	349
8980	24	9000,0	8955	9005	-1	49
9080	124	9100,100	9055	9105	99	149
9180	224	9200,200	9155	9205	199	249
9030	74	9050,50	9005	9055	49	99
9130	174	9150,150	9105	9155	149	199
9230	274	9250,250	9205	9255	249	299
9280	324	9300,300	9255	9305	299	349
9030	24	9050,0	9005	9055	-1	49
9080	74	9100,50	9055	9105	49	99
9130	124	9150,100	9105	9155	99	149
9180	174	9200,150	9155	9205	149	199
9230	224	9250,200	9205	9255	199	249
9280	274	9300,250	9255	9305	249	299
9080	24	9100,0	9055	9105	-1	49
9180	124	9200,100	9155	9205	99	149
9280	224	9300,200	9255	9305	199	249
9130	74	9150,50	9105	9155	49	99
9230	174	9250,150	9205	9255	149	199
9330	274	9350,250	9305	9355	249	299
9130	24	9150,0	9105	9155	-1	49
9180	74	9200,50	9155	9205	49	99
9230	124	9250,100	9205	9255	99	149
9280	174	9300,150	9255	9305	149	199
9330	224	9350,200	9305	9355	199	249
9180	24	9200,0	9155	9205	-1	49
9280	124	9300,100	9255	9305	99	149
9230	74	9250,50	9205	9255	49	99
9330	174	9350,150	9305	9355	149	199
9380	224	9400,200	9355	9405	199	249
9230	24	9250,0	9205	9255	-1	49
9280	74	9300,50	9255	9305	49	99
9330	124	9350,100	9305	9355	99	149
9380	174	9400,150	9355	9405	149	199
9280	24	9300,0	9255	9305	-1	49
9380	124	9400,100	9355	9405	99	149
9330	74	9350,50	9305	9355	49	99
9430	174	9450,150	9405	9455	149	199
9330	24	9350,0	9305	9355	-1	49
9380	74	9400,50	9355	9405	49	99
9430	124	9450,100	9405	9455	99	149
9380	24	9400,0	9355	9405	-1	49
9430	74	9450,50	9405	9455	49	99
9480	124	9500,100	9455	9505	99	149
9430	24	9450,0	9405	9455	-1	49
9480	74	9500,50	9455	9505	49	99
9480	24	9500,0	9455	9505	-1	49
9530	74	9550,50	9505	9555	49	99
9530	24	9550,0	9505	9555	-1	49
9580	24	9600,0	9555	9605	-1	49
